MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB,source_file
61-02-0909-G579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square,3.0W/m-K,"0.0200"" (0.508mm)",,,1467.05,digikey_tim_data.csv
A18330-04,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 127.00mm x 76.00mm Rectangular,34W/m-K,"0.0394"" (1.000mm)",,,1483.95,digikey_tim_data.csv
8810-0.5-5,3M (TC),"Fans, Blowers, Thermal Management",Thermal Pad White 4.57m x 12.70mm Rectangular Adhesive - Both Sides,0.6W/m-K,"0.0098"" (0.250mm)",,,1510.93,digikey_tim_data.csv
TG-APC94-150-150-2.0-0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Red 150.00mm x 150.00mm Square,4.0W/m-K,"0.0790"" (2.000mm)",,,1553.83,digikey_tim_data.csv
A15340-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Green 228.60mm x 228.60mm Square,1.2W/m-K,"0.200"" (5.08mm)",,,1587.95,digikey_tim_data.csv
GP1500-0.125-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,1.5W/m-K,"0.125"" (3.18mm)",,,1638.0,digikey_tim_data.csv
A10464-10,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 609.60mm x 457.20mm Rectangular Adhesive - One Side,5.0W/m-K,"0.0200"" (0.508mm)",,,1641.9,digikey_tim_data.csv
EYG-S182307,Panasonic Electronic Components,"Fans, Blowers, Thermal Management",Thermal Pad Gray 230.00mm x 180.00mm Rectangular,-,"0.0028"" (0.070mm)",,,1673.1,digikey_tim_data.csv
5583S 210 MM X 300 MM X 2.0 MM,3M,"Fans, Blowers, Thermal Management",Thermal Pad White 300.00mm x 210.00mm Rectangular Tacky - One Side,1.0W/m-K,"0.0790"" (2.000mm)",,,1682.2,digikey_tim_data.csv
A18213-02,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 229.00mm x 229.00mm Square,10W/m-K,"0.0197"" (0.500mm)",,,1685.45,digikey_tim_data.csv
TG-A1450-100-100-1.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Red 100.00mm x 100.00mm Square,14.5W/m-K,"0.0394"" (1.000mm)",,,1703.98,digikey_tim_data.csv
A17653-04,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - Both Sides,5.0W/m-K,"0.0400"" (1.016mm)",,,1716.0,digikey_tim_data.csv
TG-A1250-100-100-2.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Green 100.00mm x 100.00mm Square,12.5W/m-K,"0.0790"" (2.000mm)",,,1716.98,digikey_tim_data.csv
A10092-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 203.20mm x 203.20mm Square,6.0W/m-K,"0.0100"" (0.254mm)",,,1724.13,digikey_tim_data.csv
20265,Vicor Corporation,Power Supplies - Board Mount,THERMAL PAD FOR MICRORAM 1=10PCS,,,,,1729.98,digikey_tim_data.csv
A15340-03,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Green 228.60mm x 228.60mm Square Tacky - One Side,1.2W/m-K,"0.200"" (5.08mm)",,,1735.18,digikey_tim_data.csv
A16367-02,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 215.90mm Rectangular Tacky - One Side,2.8W/m-K,"0.0200"" (0.508mm)",,,1753.7,digikey_tim_data.csv
5519 210 MM X 155 MM X 1.0 MM,3M,"Fans, Blowers, Thermal Management",Thermal Pad Gray 210.00mm x 155.00mm Rectangular Tacky - Both Sides,4.9W/m-K,"0.0390"" (0.991mm)",,,1785.23,digikey_tim_data.csv
GP1000SF-0.020-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Green 406.40mm x 203.20mm Rectangular Tacky - Both Sides,0.9W/m-K,"0.0200"" (0.508mm)",,,1800.5,digikey_tim_data.csv
EYG-S182307DP,Panasonic Electronic Components,"Fans, Blowers, Thermal Management",Thermal Pad Gray 230.00mm x 180.00mm Rectangular,-,"0.0028"" (0.070mm)",,,1832.68,digikey_tim_data.csv
EYG-S1431ZLAA,Panasonic Electronic Components,"Fans, Blowers, Thermal Management",Thermal Pad Gray 308.00mm x 140.00mm Rectangular,-,"0.0079"" (0.200mm)",,,1844.05,digikey_tim_data.csv
EYG-S1818ZLX2,Panasonic Electronic Components,"Fans, Blowers, Thermal Management",Thermal Pad Gray 180.00mm x 180.00mm Square,-,"0.0079"" (0.200mm)",,,1844.05,digikey_tim_data.csv
TG-A1660-125-125-0.5,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Gray 125.00mm x 125.00mm Square,16.6W/m-K,"0.020"" (0.50mm)",,,1844.38,digikey_tim_data.csv
TG-A486G-150-150-2.0-1A,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Gray 150.00mm x 150.00mm Square Adhesive - One Side,6.3W/m-K,"0.0790"" (2.000mm)",,,1851.85,digikey_tim_data.csv
A17690-04,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - One Side,5.0W/m-K,"0.0400"" (1.016mm)",,,1877.53,digikey_tim_data.csv
62-02-0909-A579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Adhesive - One Side,3.0W/m-K,"0.0200"" (0.508mm)",,,1917.83,digikey_tim_data.csv
A18238-02,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 229.00mm x 229.00mm Square Tacky - One Side,10W/m-K,"0.0200"" (0.508mm)",,,1938.95,digikey_tim_data.csv
20264,Vicor Corporation,Power Supplies - Board Mount,THERMMATE MINI 10PK,,,,,1939.6,digikey_tim_data.csv
TG-A1250-150-150-1.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Green 150.00mm x 150.00mm Square,12.5W/m-K,"0.0394"" (1.000mm)",,,1940.25,digikey_tim_data.csv
GPVOUS-0.100-01-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.0W/m-K,"0.100"" (2.54mm)",,,1955.85,digikey_tim_data.csv
5516-10,3M,"Fans, Blowers, Thermal Management",Thermal Pad Gray 320.00mm x 230.00mm Rectangular Tacky - Both Sides,3.1W/m-K,"0.0390"" (0.991mm)",,,1958.78,digikey_tim_data.csv
COH-3114LVC-200-10,Taica North America Corporation,"Fans, Blowers, Thermal Management",Thermal Pad Gray 200.00mm x 200.00mm Square Tacky - Both Sides,3.1W/m-K,"0.0390"" (0.991mm)",,,1978.6,digikey_tim_data.csv
EYG-S182310DP,Panasonic Electronic Components,"Fans, Blowers, Thermal Management",Thermal Pad Gray 230.00mm x 180.00mm Rectangular,-,"0.0039"" (0.100mm)",,,2024.1,digikey_tim_data.csv
GPHC3.0-0.020-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Blue 406.40mm x 203.20mm Rectangular Tacky - Both Sides,3.0W/m-K,"0.0200"" (0.508mm)",,,2024.43,digikey_tim_data.csv
COH-4065LVC-200-20,Taica North America Corporation,"Fans, Blowers, Thermal Management",Thermal Pad Reddish Brown 200.00mm x 200.00mm Square Tacky - Both Sides,2.2W/m-K,"0.0790"" (2.000mm)",,,2065.05,digikey_tim_data.csv
GP5000S35-0.020-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Green 406.40mm x 203.20mm Rectangular Tacky - Both Sides,5.0W/m-K,"0.0200"" (0.508mm)",,,2067.65,digikey_tim_data.csv
A14692-31,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Amber 457.20mm x 279.40mm Rectangular,-,"0.0030"" (0.076mm)",,,2081.3,digikey_tim_data.csv
A12618-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - Both Sides,3.0W/m-K,"0.0400"" (1.016mm)",,,2103.73,digikey_tim_data.csv
A14704-22,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Amber 457.20mm x 279.40mm Rectangular Adhesive - One Side,-,"0.0030"" (0.076mm)",,,2110.88,digikey_tim_data.csv
TG-A1250-100-100-2.5,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Green 100.00mm x 100.00mm Square,12.5W/m-K,"0.0984"" (2.500mm)",,,2114.13,digikey_tim_data.csv
61-04-0909-G579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square,3.0W/m-K,"0.0400"" (1.016mm)",,,2148.25,digikey_tim_data.csv
61-04-0909-HCS10G,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Orange 228.60mm x 228.60mm Square,1.0W/m-K,"0.0400"" (1.016mm)",,,2150.2,digikey_tim_data.csv
A14412-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - One Side,3.0W/m-K,"0.0400"" (1.016mm)",,,2160.6,digikey_tim_data.csv
8810-0.75-5,3M (TC),"Fans, Blowers, Thermal Management",Thermal Pad White 4.57m x 19.05mm Rectangular Adhesive - Both Sides,0.6W/m-K,"0.0098"" (0.250mm)",,,2165.15,digikey_tim_data.csv
2191193,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.0W/m-K,"0.125"" (3.18mm)",,,2181.08,digikey_tim_data.csv
TG-A6200-310-310-0.5,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Blue 310.00mm x 310.00mm Square Tacky - Both Sides,6.2W/m-K,"0.0197"" (0.500mm)",,,2190.83,digikey_tim_data.csv
A14692-32,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Amber 457.20mm x 279.40mm Rectangular,-,"0.0040"" (0.102mm)",,,2262.33,digikey_tim_data.csv
TG-A1660-100-100-1.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Gray 100.00mm x 100.00mm Square,16.6W/m-K,"0.0394"" (1.000mm)",,,2335.13,digikey_tim_data.csv
A10080-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Blue 203.20mm x 203.20mm Square,6.0W/m-K,"0.0200"" (0.508mm)",,,2341.95,digikey_tim_data.csv
PL-1-12-76X127-75,Wakefield Thermal Solutions,"Fans, Blowers, Thermal Management",Thermal Pad Gray 127.00mm x 76.20mm Rectangular Tacky - One Side,12W/m-K,"0.0394"" (1.000mm)",,,2403.7,digikey_tim_data.csv
20263,Vicor Corporation,Power Supplies - Board Mount,THERM PAD FOR MAXI 1=10,,,,,2438.15,digikey_tim_data.csv
62-04-0909-A579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Adhesive - One Side,3.0W/m-K,"0.0400"" (1.016mm)",,,2445.3,digikey_tim_data.csv
TG-A4500-310-310-1.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Purple 310.00mm x 310.00mm Square Tacky - Both Sides,4.5W/m-K,"0.0394"" (1.000mm)",,,2446.28,digikey_tim_data.csv
5519 210 MM X 155 MM X 2.0 MM,3M,"Fans, Blowers, Thermal Management",Thermal Pad Gray 210.00mm x 155.00mm Rectangular Tacky - Both Sides,4.9W/m-K,"0.0790"" (2.000mm)",,,2471.95,digikey_tim_data.csv
A10538-17,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad White 228.60mm x 228.60mm Square Tacky - Both Sides,3.0W/m-K,"0.0200"" (0.508mm)",,,2480.73,digikey_tim_data.csv
TG-A1250-100-100-3.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Green 100.00mm x 100.00mm Square,12.5W/m-K,"0.118"" (3.00mm)",,,2507.05,digikey_tim_data.csv
8810-1-5,3M (TC),"Fans, Blowers, Thermal Management",Thermal Pad White 4.57m x 25.40mm Rectangular Adhesive - Both Sides,0.6W/m-K,"0.0098"" (0.250mm)",,,2545.73,digikey_tim_data.csv
GPHC5.0-0.020-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Gray 406.40mm x 203.20mm Rectangular Tacky - Both Sides,5.0W/m-K,"0.0200"" (0.508mm)",,,2636.73,digikey_tim_data.csv
A17690-06,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - One Side,5.0W/m-K,"0.0600"" (1.524mm)",,,2696.2,digikey_tim_data.csv
A12619-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - Both Sides,3.0W/m-K,"0.0500"" (1.270mm)",,,2775.18,digikey_tim_data.csv
TG-A1250-150-150-1.5,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Green 150.00mm x 150.00mm Square,12.5W/m-K,"0.0591"" (1.500mm)",,,2824.58,digikey_tim_data.csv
5549S 210 MM X 155MM X 1.5MM,3M,"Fans, Blowers, Thermal Management",Thermal Pad Gray 210.00mm x 155.00mm Rectangular Tacky - One Side,3.5W/m-K,"0.0591"" (1.500mm)",,,2836.6,digikey_tim_data.csv
A16104-10,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,3.0W/m-K,"0.100"" (2.54mm)",,,2840.5,digikey_tim_data.csv
A17653-07,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - Both Sides,5.0W/m-K,"0.0700"" (1.778mm)",,,2861.63,digikey_tim_data.csv
TG-A1780-125-125-0.5,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Gray 125.00mm x 125.00mm Square,18W/m-K,"0.0197"" (0.500mm)",,,3019.58,digikey_tim_data.csv
TG-A1250-250-250-0.5,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Green 250.00mm x 250.00mm Square,12.5W/m-K,"0.0197"" (0.500mm)",,,3031.93,digikey_tim_data.csv
A12620-34,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - One Side,3.0W/m-K,"0.0600"" (1.524mm)",,,3042.98,digikey_tim_data.csv
A17883-04,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Teal 228.60mm x 228.60mm Square,6.0W/m-K,"0.0400"" (1.016mm)",,,3103.1,digikey_tim_data.csv
TG-A1450-100-100-2.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Red 100.00mm x 100.00mm Square,14.5W/m-K,"0.0790"" (2.000mm)",,,3263.65,digikey_tim_data.csv
EYG-S131810,Panasonic Electronic Components,"Fans, Blowers, Thermal Management",Thermal Pad Gray 180.00mm x 125.00mm Rectangular,-,"0.0039"" (0.100mm)",,,3318.58,digikey_tim_data.csv
GPHC5.0-0.060-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Gray 406.40mm x 203.20mm Rectangular Tacky - Both Sides,5.0W/m-K,"0.0600"" (1.524mm)",,,3407.3,digikey_tim_data.csv
TG-A6200-310-310-1.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Blue 310.00mm x 310.00mm Square Tacky - Both Sides,6.2W/m-K,"0.0394"" (1.000mm)",,,3440.13,digikey_tim_data.csv
A18213-04,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 229.00mm x 229.00mm Square,10W/m-K,"0.0394"" (1.000mm)",,,3492.78,digikey_tim_data.csv
61-06-0909-G579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square,3.0W/m-K,"0.0600"" (1.524mm)",,,3601.98,digikey_tim_data.csv
TG-A1250-150-150-2.0,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Green 150.00mm x 150.00mm Square,12.5W/m-K,"0.0790"" (2.000mm)",,,3690.7,digikey_tim_data.csv
61-06-1015-PAD60,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Green 381.00mm x 254.00mm Rectangular,6.0W/m-K,"0.0600"" (1.524mm)",,,3772.28,digikey_tim_data.csv
COH-4000LVC-400-05,Taica North America Corporation,"Fans, Blowers, Thermal Management",Thermal Pad Gray 400.00mm x 400.00mm Square Tacky - Both Sides,2.3W/m-K,"0.0200"" (0.508mm)",,,3810.63,digikey_tim_data.csv
A17883-06,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Teal 228.60mm x 228.60mm Square,6.0W/m-K,"0.0600"" (1.524mm)",,,3845.73,digikey_tim_data.csv
62-06-0909-A579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Adhesive - One Side,3.0W/m-K,"0.0600"" (1.524mm)",,,3922.75,digikey_tim_data.csv
A10233-30,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad White 228.60mm x 228.60mm Square Tacky - Both Sides,3.0W/m-K,"0.0400"" (1.016mm)",,,4127.5,digikey_tim_data.csv
A17156-06,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 457.20mm x 457.20mm Square Tacky - Both Sides,2.7W/m-K,"0.0600"" (1.524mm)",,,4266.28,digikey_tim_data.csv
61-08-0909-G579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square,3.0W/m-K,"0.0800"" (2.032mm)",,,4341.35,digikey_tim_data.csv
2190540,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Light Green Rectangular,5.0W/m-K,,,,4351.75,digikey_tim_data.csv
61-04-1015-PAD80G,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular,8.3W/m-K,"0.0400"" (1.016mm)",,,4565.93,digikey_tim_data.csv
61-08-1015-PAD60,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Green 381.00mm x 254.00mm Rectangular,6.0W/m-K,"0.0800"" (2.032mm)",,,4666.03,digikey_tim_data.csv
A12624-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - Both Sides,3.0W/m-K,"0.100"" (2.54mm)",,,4675.45,digikey_tim_data.csv
A18213-06,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 229.00mm x 229.00mm Square,10W/m-K,"0.0591"" (1.500mm)",,,4677.4,digikey_tim_data.csv
8810-2-5,3M (TC),"Fans, Blowers, Thermal Management",Thermal Pad White 4.57m x 50.80mm Rectangular Adhesive - Both Sides,0.6W/m-K,"0.0098"" (0.250mm)",,,4727.78,digikey_tim_data.csv
A12616-08,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Blue-Violet 457.20mm x 457.20mm Square Tacky - Both Sides,3.0W/m-K,"0.0200"" (0.508mm)",,,4806.43,digikey_tim_data.csv
A15896-05,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,5.0W/m-K,"0.0500"" (1.270mm)",,,4918.88,digikey_tim_data.csv
TG-A1450-250-250-0.5,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Red 250.00mm x 250.00mm Square,14.5W/m-K,"0.0197"" (0.500mm)",,,5001.1,digikey_tim_data.csv
A17752-04,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5W/m-K,"0.0400"" (1.016mm)",,,5022.55,digikey_tim_data.csv
61-10-0808-T500,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Green 203.20mm x 203.20mm Square,2.1W/m-K,"0.0100"" (0.254mm)",,,5057.65,digikey_tim_data.csv
61-06-1015-PAD80G,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular,8.3W/m-K,"0.0600"" (1.524mm)",,,5063.83,digikey_tim_data.csv
62-10-0909-A579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Adhesive - One Side,3.0W/m-K,"0.100"" (2.54mm)",,,5153.53,digikey_tim_data.csv
SPA2000-0.015-00-1012-NA,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad White 304.80mm x 254.00mm Rectangular,3.0W/m-K,"0.0150"" (0.381mm)",,,5180.18,digikey_tim_data.csv
A18444-04,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 228.60mm x 228.60mm Square,7.5W/m-K,"0.0400"" (1.016mm)",,,5194.48,digikey_tim_data.csv
GPHC3.0-0.125-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Blue 406.40mm x 203.20mm Rectangular Tacky - Both Sides,3.0W/m-K,"0.125"" (3.18mm)",,,5208.13,digikey_tim_data.csv
62-03-1015-PAD80A,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular Adhesive - One Side,8.3W/m-K,"0.0300"" (0.762mm)",,,5370.3,digikey_tim_data.csv
GPTGP7000ULM-0.100-02-0808,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Gray 203.20mm x 203.20mm Square Tacky - Both Sides,7.0W/m-K,"0.100"" (2.54mm)",,,5374.2,digikey_tim_data.csv
61-10-0909-G579,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square,3.0W/m-K,"0.100"" (2.54mm)",,,5405.4,digikey_tim_data.csv
62-04-1015-PAD80A,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular Adhesive - One Side,8.3W/m-K,"0.0400"" (1.016mm)",,,5442.78,digikey_tim_data.csv
A10235-31,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad White 228.60mm x 228.60mm Square Tacky - Both Sides,3.0W/m-K,"0.0600"" (1.524mm)",,,5661.83,digikey_tim_data.csv
A18500-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad White 431.80mm x 431.80mm Rectangular,5W/m-K,"0.0100"" (0.254mm)",,,5765.18,digikey_tim_data.csv
A18213-08,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 229.00mm x 229.00mm Square,10.2W/m-K,"0.0790"" (2.000mm)",,,5845.78,digikey_tim_data.csv
GP3000S30-0.125-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Blue 406.40mm x 203.20mm Rectangular Tacky - Both Sides,3.0W/m-K,"0.125"" (3.18mm)",,,5867.55,digikey_tim_data.csv
A17752-05,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5W/m-K,"0.0492"" (1.250mm)",,,5876.98,digikey_tim_data.csv
9882 1 IN X 36 YD,3M,"Fans, Blowers, Thermal Management",Thermal Pad Granite 32.92m x 25.40mm Rectangular Adhesive - Both Sides,0.6W/m-K,"0.0020"" (0.051mm)",,,5878.93,digikey_tim_data.csv
GPHC5.0-0.100-02-0816,Bergquist,"Fans, Blowers, Thermal Management",Thermal Pad Gray 406.40mm x 203.20mm Rectangular Tacky - Both Sides,5.0W/m-K,"0.100"" (2.54mm)",,,5882.18,digikey_tim_data.csv
9885 1 IN X 36 YD,3M,"Fans, Blowers, Thermal Management",Thermal Pad Gray 32.92m x 25.40mm Rectangular Adhesive - Both Sides,0.6W/m-K,"0.0050"" (0.127mm)",,,5973.83,digikey_tim_data.csv
A17536-04,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 457.20mm x 457.20mm Square Tacky - Both Sides,5.0W/m-K,"0.0400"" (1.016mm)",,,6348.23,digikey_tim_data.csv
A17690-13,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - One Side,5.0W/m-K,"0.130"" (3.30mm)",,,6349.2,digikey_tim_data.csv
TG-A1780-150-150-0.8,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Pad Gray 150.00mm x 150.00mm Square,17.8W/m-K,"0.0310"" (0.787mm)",,,6504.88,digikey_tim_data.csv
8805-2-5,3M (TC),"Fans, Blowers, Thermal Management",Thermal Pad White 4.57m x 50.80mm Rectangular Adhesive - Both Sides,0.6W/m-K,"0.0049"" (0.125mm)",,,6508.45,digikey_tim_data.csv
