MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB
GPHC5.0-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.125"" Thickness, TGPHC5000/HC 5.0",,,,,8701.56
GPHC5.0-0.020-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.020"" Thickness, TGPHC5000/HC 5.0",,,,,2441.57
GPVO-0.125-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.125"" Thickness, GAP PAD TGP 800VO/VO, IDH 2165844",,,,,3117.87
GPVOUS-0.040-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.040"" Thickness, 1 Side Tack, TGP1000VOUS/VO Ultra Soft",,,,,776.79
GPVOS-0.100-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.100"" Thickness, GAP PAD TGP 800VOS/VO Soft, IDH 2165893",,,,,2248.16
A14424-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6160 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,7940.52
HSP-2,Crydom,Thermal Interface Products,Thermal Interface Products Thermal Pad for 1-phase SSR W/Adhsve,,,,,64.89
A10092-63,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli210 FG A0 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,6243.93
GP1500R-0.010-02-03.8503.85,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Reinforced, 0.010"" Thickness, TGP1500R/1500R",,,,,895.86
A12620-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 660 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,3254.9
A16104-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6100 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,2760.03
A15972-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR610 18x18"" 3.0W/mK gap filler",3.0 W/m-K,,18 mm,18 mm,2079.63
A18172-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products TPCM 7200 9X9IN,,,9 mm,9 mm,642.92
A18330-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products 1.25 127x76mm,,76 mm,127 mm,76 mm,2050.02
A18330-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products 2.50 127x76mm,,76 mm,127 mm,76 mm,3865.37
GPVOUS-0.080-00-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.080"" Thickness TGP1000VOUS/VO Ultra Soft, IDH 2191192",,,,,1390.1
GPVOUS-0.100-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.100"" Thickness TGP1000VOUS/VO Ultra Soft, IDH 2166006",,,,,1769.04
A16104-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR640 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,1091.16
A15993-00,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR620 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,736.79
A12620-34,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 660 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,3163.23
GP5000S35-0.060-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.060"" Thickness, IDH 2190540, 2166548",,,,,4302.27
A18501-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TGARD 210B,WHT,A1 17X17IN",,,17 mm,17 mm,5922.63
A18843-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 1.00 229x229mm,,229 mm,229 mm,229 mm,2965.73
A18841-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF4 4.00 229x229mm,,229 mm,229 mm,229 mm,5552.19
A18841-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF4 3.00 229x229mm,,229 mm,229 mm,229 mm,4282.43
20267,Vicor,Thermal Interface Products,Thermal Interface Products Package of 10 pcs,,,,,1879.92
A18330-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products 1.50 127x76mm,,76 mm,127 mm,76 mm,2386.13
40014040,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Sqare Flr Pad 100mm x 100mm x 4mm,,100 mm,,,757.26
A15421-33,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TGARD 5000,A1",,,,,1602.41
40006005,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x .5mm,,200 mm,,,3646.76
SSP3A250B7T,Schneider Electric,Solid State Relays - SSRs,"Solid State Relays - SSRs three phase relay, Harmony Solid State Relays, 50A, panel mount, zero voltage switching, thermal pad, input 18 to 36V AC, output 42 to 660V AC",,,,,7672.46
A15896-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 720 9"" x 9""",,,,,2422.98
A18841-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF4 2.50 229x229mm,,229 mm,229 mm,229 mm,3613.05
A18843-02,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 0.50 229x229mm,,229 mm,229 mm,229 mm,1869.53
A18843-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 2.50 229x229mm,,229 mm,229 mm,229 mm,6191.96
A15896-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 760 9x9"" 5.0W/mK gap filler",5.0 W/m-K,,9 mm,9 mm,5476.28
SP2000-0.010-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 12""x12"" Sheet, 0.010"" Thickness, SIL PAD IDH 2189912, 2165819",,,,,5503.05
SP2000-0.015-00-54,Bergquist Company,Thermal Interface Products,"Thermal Interface Products High Reliability Insulator, 0.015"" Thickness, 0.75x0.6"", SIL PAD TSP3500/2000",,,0.75 mm,0.6 mm,303.03
A18841-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF4 2.00 229x229mm,,229 mm,229 mm,229 mm,2985.26
A18842-02,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 0.50 457x457mm,,457 mm,457 mm,457 mm,8798.9
A18843-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 1.50 229x229mm,,229 mm,229 mm,229 mm,3772.76
A18843-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 3.00 229x229mm,,229 mm,229 mm,229 mm,6851.57
A18843-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 3.50 229x229mm,,229 mm,229 mm,229 mm,7865.55
A18843-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 2.00 229x229mm,,229 mm,229 mm,229 mm,5116.55
GP2500S20-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.125"" Thickness, GAP PAD TGP2400/2500S20",,,,,5460.21
A18841-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF4 1.00 229x229mm,,229 mm,229 mm,229 mm,1782.27
A18841-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF4 3.50 229x229mm,,229 mm,229 mm,229 mm,4916.52
A18843-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF7 4.00 229x229mm,,229 mm,229 mm,229 mm,9329.36
A18196-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tpcm 5250 18x18in,,,18 mm,18 mm,1679.9
A18213-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX SF10,0.75",,,,,3079.13
A18213-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX SF10,1.50 229X229MM",,229 mm,229 mm,229 mm,4533.48
A10832-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 910 9x9"" 2.2 W/mK TIM",2.2 W/m-K,,9 mm,9 mm,1567.44
40006010,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 1mm,,200 mm,,,5449.5
40006030,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 3mm,,200 mm,,,5445.09
A10235-31,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 502 60 FG2 9x9"" 3W/mK XSoft",3 W/m-K,,9 mm,9 mm,5487.3
A17682-020,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex UT20500 9 x 9,,,9 mm,9 mm,1343.48
GP5000S35-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.100"" Thickness, TGP5000/5000S35, IDH 2166605",,,,,6750.14
GP5000S35-0.040-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.040"" Thickness, TGP5000/5000S35, IDH 2191197",,,,,2875.32
GP5000S35-0.020-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.020"" Thickness, TGP5000/5000S35",,,,,1979.46
A15754-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX SF860,,,,,6270.39
40004040,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 4mm,,200 mm,,,6141.24
SP400-0.007-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 12"" x 12"" Sheet, 0.007"" Thickness, Sil-Pad TSP900/400, IDH 2167741",,,,,450.77
A17634-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3100 DC1 9.00x9.00 in,,,9.00 mm,9.00 mm,1873.94
A18213-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX SF10,3.50",,,,,14289.03
A18213-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX SF10 229X229MM,,229 mm,229 mm,229 mm,5777.73
A18196-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tpcm 5125 18x18in,,,18 mm,18 mm,1555.16
A18196-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tpcm 5200 18x18in,,,18 mm,18 mm,1772.19
A18197-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tpcm 5400 9x9in,,,9 mm,9 mm,688.91
20263,Vicor,Thermal Interface Products,Thermal Interface Products Thermal Pad Maxi,,,,,2363.13
A17752-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD95000 9x9,,,9 mm,9 mm,17584.25
GP2500S20-0.250-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.250"" Thickness, GAP PAD TGP2400/2500S20",,,,,11240.15
A17883-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD82500 9x9,,,9 mm,9 mm,6385.37
SP400-0.007-00-54,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 19.05x12.7mm, Sil-Pad TSP900/400, IDH 2191243",,12.7 mm,19.05 mm,12.7 mm,4.73
SP400-0.007-00-5,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 1.650x1.140"", Sil-Pad TSP900/400, IDH 2167699",,,1.650 mm,1.140 mm,40.32
A18213-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX SF10 229X229MM,,229 mm,229 mm,229 mm,6182.51
A17916-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX B2140,,,,,803.57
A17653-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD760 9x9,,,9 mm,9 mm,2437.16
A17883-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD81000 9x9,,,9 mm,9 mm,3007.62
A18444-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,1.00",,,9 mm,9 mm,5034.65
SP2000-0.015-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 12"" x 12"" Sheet, 0.015"" Thickness, SIL PAD IDH 2165820",,,,,7770.74
A17690-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD740 DC1 9x9 IN,,,9 mm,9 mm,1650.92
A17883-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD81500 9x9,,,9 mm,9 mm,4099.73
A15754-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex SF840,,,,,4688.78
A17653-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD740 9x9,,,9 mm,9 mm,1583.51
SP400-0.007-00-58,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 19.05x12.70mm, Sil-Pad TSP900/400, IDH 2191244",,12.70 mm,19.05 mm,12.70 mm,11.34
A17689-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD740 DC1 18x18 IN,,,18 mm,18 mm,6866.37
A18444-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,1.50",,,9 mm,9 mm,6741.32
A18444-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,1.25",,,9 mm,9 mm,5891.13
A12618-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 640 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,2038.68
A16104-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR610FG 9"" x 9""",,,,,426.51
SP400-0.007-AC-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 12""x12"" Sheet, 0.007"" Thickness, 1 Side Adhesive, 0.437x0.312""",,,0.437 mm,0.312 mm,548.1
A18500-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 220B,A0 17x17inch",,,17 mm,17 mm,6300.32
A17752-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD92000 9x9,,,9 mm,9 mm,7837.52
40006020,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 2mm,,200 mm,,,6766.83
A18053-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex 3120TG 9x9in,,,9 mm,9 mm,1070.06
A17752-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD94000 9x9,,,9 mm,9 mm,14482.13
GPHC5.0-0.080-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.080"" Thickness, TGPHC5000/HC 5.0",,,,,5154.98
A17653-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7100 9x9 in,,,9 mm,9 mm,4068.54
GF4000-00-240-50cc,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, No Spacer Beads, Pot Life=240m, 50cc, IDH 2167392",,,,,1870.16
A12617-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 630 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,1798.34
4051100100017,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGS Thrmal Sheet 100mm x 100mm x 37um,,100 mm,,,234.36
404016015,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TINS Thml Ind Pad 300 x 300mm x 0.23mm,,300 mm,300 mm,300 mm,1297.8
01777,Vicor,Thermal Interface Products,Thermal Interface Products MODULE THERMO PAD,,,,,223.97
GPHC5.0-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.100"" Thickness, TGPHC5000/HC 5.0",,,,,5558.81
GPHC5.0-0.060-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.060"" Thickness, TGPHC5000/HC 5.0, IDH 2195378",,,,,3133.31
A14568-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 5140 9x9"" 2.8W/mK gap filler",2.8 W/m-K,,9 mm,9 mm,4570.02
A14416-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 680 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,4174.07
A15342-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 320H 9"" x 9""",,,,,652.68
A15336-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 3160 9x9"" 1.2W/mK",1.2 W/m-K,,9 mm,9 mm,1392.3
A14412-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 640 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,2092.86
A15326-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 360 18x18"" 1.2W/mK",1.2 W/m-K,,18 mm,18 mm,2189.57
A14418-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6100 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,5151.51
A10098-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 260 A1 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,5596.29
A15324-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 340 18x18"" 1.2W/mK",1.2 W/m-K,,18 mm,18 mm,1870.47
A10093-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 220FG A1 8 x 8""",,,8 mm,8 mm,2268.0
A15324-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 340 Green 9"" x 9"" x 0.40mm",,0.40 mm,,,422.42
KK071CUT-1,Carlo Gavazzi,Thermal Interface Products,Thermal Interface Products THERMAL PAD YEL CUT 35MM*42MM( 1 PCS),,35 mm,,,59.85
A10092-45,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli210 FG A1 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,6748.56
A10093-41,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli220 FG A1 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,9040.19
A10095-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 230 A1 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,3225.92
A10096-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 240 A1 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,3970.26
A15328-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 380 9"" x 9"" x .080""",,,,,772.38
A15332-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 3120 DC1 9x9"" 1.2W/mK",1.2 W/m-K,,9 mm,9 mm,1255.28
A15340-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 3200 9x9"" 1.2W/mK",1.2 W/m-K,,9 mm,9 mm,1552.01
A15340-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 3200 DC1 9x9"" 1.2W/mK",1.2 W/m-K,,9 mm,9 mm,1681.79
A18172-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products TPCM 7250,,,,,838.53
GPHC3.0-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.125"" Thickness, TGPHC3000/HC 3.0, IDH 2167921",,,,,4119.89
GPHC3.0-0.020-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.020"" Thickness, TGPHC3000/HC 3.0, IDH 2167931",,,,,1510.43
A18172-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products TPCM 7400 9X9IN,,,9 mm,9 mm,726.08
407150015050,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGFG Graphite Foam Gasket,,,,,76.55
A12616-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 620 18x18"" 3.0W/mK gap filler",3.0 W/m-K,,18 mm,18 mm,4777.61
A12622-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 680 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,4118.0
A15750-00,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard K52,1,0505,A1 11"" x 18""",,,,,1845.59
407150015115,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGFG Rect Flr Pad 15mm x 15mm x 11.5mm,,15 mm,,,83.16
407160016150,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGFG Thml Flr Pad 16mm x 16mm x 15mm,,16 mm,,,86.31
SPK10-0.006-AC-104,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.006"" Thickness, 1 Side Adhesive, SIL PAD TSPK1300/K-10, K10AC-104",,,,,31.5
A12634-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6200 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,9847.22
GPVOUS-0.125-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.125"" Thickness, 1 Side Adhesive",,,,,2422.98
PLX-1-12-76X127-58,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 12 W/mK, 76x127mm, Grey",12 W/m-K,1 mm,76 mm,127 mm,2815.16
GPVOUS-0.020-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.020"" Thickness, 1 Side Tack, TGP1000VOUS/VO Ultra Soft",,,,,710.33
A17251-03,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tputty 607 Cartridge 360cc,,,,,9771.62
A18172-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products TPCM 7125 9X9IN,,,9 mm,9 mm,789.08
407150015030,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGFG Graphite Foam Gasket,,,,,76.55
407150015200,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGFG Graphite Foam Gasket,,,,,86.31
40011050,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF 1W Square 100x100x5mm,,5 mm,100 mm,100 mm,483.84
